HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0,0,6074,2,43,0,0,636,77,0,0,4872,1
0,0,6075,2,23,0,0,0,416,5,254,1231,0
1,1,244,0,48,0,0,0,0,0,0,7494,1
1,2,244,2,47,0,27,1089,450,18,0,7452,1
0,0,4327,2,19,0,165,334,1115,97,0,4593,1
0,0,1633,2,25,0,0,38,0,683,111,7157,0
0,1,6078,2,28,0,0,0,0,0,0,7034,1
1,1,198,0,16,0,0,0,0,0,0,7486,1
1,0,198,2,45,0,0,1072,0,160,1,1965,1
2,1,1659,2,31,0,0,0,0,0,0,6731,1
0,1,6080,1,19,0,0,0,0,0,0,4259,0
0,0,4229,2,21,0,40,0,610,0,0,6762,1
0,1,6081,1,80,0,0,0,0,0,0,243,0
0,1,6076,1,22,0,0,0,1115,0,0,4465,1
1,2,200,2,23,0,0,0,0,0,1306,2429,1
2,0,4329,2,54,1,111,0,819,8,23,6090,0
2,0,4329,2,0,0,0,0,0,0,0,13,1
2,1,4329,2,4,0,0,1507,0,0,0,3578,1
0,0,4331,2,23,0,15,1,638,3,3,4792,0
2,1,6560,2,19,0,0,0,0,0,0,3082,1
1,1,670,2,34,0,0,0,0,1327,0,35,1
0,1,6077,0,18,0,0,0,0,0,0,2042,0
3,1,6560,2,40,0,0,0,0,0,0,1800,1
2,0,4233,2,58,0,676,0,22,895,0,1420,0
0,0,4235,0,39,0,543,0,0,40,0,5056,0
0,0,4338,1,23,0,40,15,30,0,533,7023,0
0,0,6079,2,11,0,0,0,0,0,0,6595,0
1,1,672,2,43,0,0,0,1115,0,0,5260,1
2,1,1636,2,29,0,0,0,0,0,0,3761,0
0,0,1638,2,36,0,19,388,0,5,263,2529,0
0,0,4340,1,13,0,16,0,86,452,0,4494,0
1,0,673,2,54,0,0,1507,0,1125,0,1480,1
1,1,673,2,45,0,0,0,0,0,0,43,1
0,0,6082,0,33,2,1273,0,486,2,238,1056,1
0,0,4239,2,46,0,0,735,0,0,0,3704,1
0,1,6083,0,15,0,0,0,0,0,0,4513,1
0,0,4342,2,35,0,89,0,0,453,0,5880,0
2,1,4240,2,23,0,0,0,0,0,0,991,1
0,1,6085,0,15,2,0,0,0,0,0,5571,0
0,0,1662,2,27,0,0,0,481,204,0,2417,0
0,0,4242,2,15,0,1273,2,15,5,677,3888,0
2,0,4244,2,27,1,540,1507,762,46,0,8473,1
0,1,6084,0,16,0,0,0,0,0,0,5186,1
0,0,6086,2,37,0,233,0,583,5,0,4670,1
1,1,203,0,45,0,0,0,0,0,0,7628,1
1,0,203,0,58,1,0,254,1077,119,30,4043,1
0,0,6560,1,80,2,0,364,0,0,298,5979,0
0,0,4345,2,38,0,0,18,30,0,671,2827,0
0,0,1641,2,28,0,0,223,6,0,459,2671,0
1,1,1097,2,47,0,0,0,0,0,0,879,1
1,0,1097,2,41,0,0,899,0,2,16,46,1
1,1,205,2,28,0,1273,0,0,0,0,6892,1
0,1,6088,2,23,0,0,0,0,0,0,1458,0
2,1,4346,2,24,0,0,0,0,0,0,6185,1
2,0,4346,2,58,0,12,0,180,1050,4,1791,0
3,1,4346,2,36,0,0,0,0,0,0,1749,1
2,0,4346,0,24,0,922,0,50,0,0,6391,0
2,0,4346,2,56,0,126,0,749,0,42,949,0
2,1,4346,2,15,0,0,0,0,0,0,3144,1
2,0,1099,2,19,0,150,161,1002,0,0,1944,1
0,0,1643,2,27,0,0,0,0,537,131,3247,0
0,0,4348,2,47,0,59,1,299,462,0,1933,0
0,0,4350,0,37,0,0,87,15,20,496,7687,0
2,1,4352,2,39,0,0,0,0,0,0,6499,1
2,1,4352,2,20,0,0,0,0,0,0,4960,1
2,0,4352,2,20,0,614,0,614,320,0,7088,1
2,0,4352,2,38,0,415,509,324,688,0,6094,0
2,0,1101,2,46,0,234,0,367,410,36,6647,0
2,1,4352,2,13,0,0,0,0,0,0,8077,1
2,0,4352,0,24,0,502,291,46,87,0,8300,1
1,1,249,2,32,0,0,0,0,0,0,5546,1
1,1,249,0,80,0,0,0,0,0,0,8269,1
1,0,249,0,44,0,36,459,0,939,1133,8153,0
0,0,6090,2,19,0,0,0,4,6,627,362,0
1,0,72,2,30,1,0,772,177,91,0,8473,1
1,1,72,2,23,0,0,0,0,0,0,413,1
1,0,647,2,4,0,0,0,0,0,0,6053,1
1,0,647,3,0,0,0,1507,0,0,0,5518,1
1,1,6560,2,17,0,0,0,0,0,0,7591,1
1,1,647,2,44,0,0,0,0,0,0,791,1
1,0,647,0,31,0,2,1435,0,1223,1300,8256,0
1,0,647,0,41,1,0,1449,0,756,913,6469,1
1,0,74,0,33,0,0,990,0,966,176,5264,0
1,0,74,2,43,0,0,119,0,1172,180,8473,0
1,0,74,0,43,1,0,1152,0,26,1178,142,0
0,0,4246,2,36,0,926,104,1115,0,77,3757,0
0,0,4354,0,19,0,462,0,320,0,8,7642,0
0,0,6091,2,24,0,0,935,0,0,0,1923,1
0,1,6087,0,17,0,0,0,0,0,0,1813,1
0,0,4356,2,23,0,894,82,0,228,501,5019,1
0,0,6089,0,17,0,462,0,3,0,816,8164,0
2,0,1092,2,18,0,740,1,226,619,0,6037,0
2,1,4357,0,34,0,0,0,0,0,0,6039,1
0,1,6092,2,13,0,0,0,0,0,0,659,1
0,0,4248,2,66,0,501,1075,0,17,0,7253,1
0,0,4248,2,27,0,0,656,0,125,322,7229,1
0,0,6093,2,19,0,991,0,4,0,82,3732,0
0,0,4250,2,55,0,0,186,583,1,0,5577,1
2,0,1103,2,40,0,0,0,1,274,553,1940,0
0,1,6097,1,23,0,0,0,0,0,0,5840,1
0,0,6097,2,7,0,0,0,0,0,0,6453,0
0,1,6097,2,12,0,0,0,0,0,0,3192,1
0,0,4251,2,37,0,0,668,0,58,380,2504,0
0,0,4360,2,22,0,0,13,438,7,0,509,0
3,1,251,2,25,0,0,0,0,0,0,6919,1
1,1,251,0,46,0,0,0,0,0,0,820,1
2,0,1105,0,37,0,293,0,395,2,0,1,0
1,1,677,0,50,0,0,0,0,0,0,2309,1
1,1,677,0,28,0,0,0,0,0,0,5860,1
1,1,649,2,26,0,0,0,0,0,0,7360,1
3,1,6096,2,28,0,0,0,0,1327,0,4683,1
0,0,6098,1,23,0,4,149,140,1327,190,2991,0
1,0,1644,2,23,0,3,302,0,1193,0,1696,0
2,0,1107,2,34,1,761,0,14,0,0,3407,0
1,1,206,2,65,0,0,0,0,0,0,6721,1
3,1,206,2,20,0,0,0,0,0,0,6767,1
2,1,4363,2,29,0,0,0,0,0,0,3441,1
2,0,4363,2,30,0,171,0,1026,0,1306,6557,1
2,1,4364,2,3,0,0,0,0,1327,0,7929,1
2,0,4364,2,40,0,891,0,0,0,0,7091,0
2,0,4364,2,32,0,914,345,0,544,64,7389,0
0,0,1646,2,31,0,458,208,9,1,0,7736,0
0,0,4366,2,13,0,27,79,789,0,0,2534,1
0,0,6099,2,29,0,37,0,163,500,0,1146,0
0,0,1648,2,28,0,0,53,0,600,6,6131,0
2,0,4254,0,19,0,848,86,0,0,298,5284,1
2,0,1665,0,24,0,399,0,1115,189,0,2421,1
2,1,1651,2,22,0,0,0,0,0,0,1730,0
0,0,4370,0,13,0,351,0,939,0,369,8473,0
0,0,4372,2,21,0,0,0,23,668,22,6992,0
0,0,4255,0,24,0,0,0,889,10,0,7673,1
1,0,253,2,47,0,0,1328,0,167,43,1962,1
1,0,207,2,27,0,0,138,75,178,1155,7499,0
0,0,1667,2,18,0,0,0,636,0,13,4690,1
1,1,255,0,36,0,0,0,0,0,0,88,1
0,0,4375,2,68,0,0,1,214,481,0,1134,0
1,2,679,2,31,0,0,0,0,0,0,6805,1
2,1,4378,2,28,0,0,0,0,0,0,1174,1
2,0,1093,2,36,0,1181,21,148,0,0,1417,0
0,0,4258,2,17,0,0,486,0,66,387,8406,1
0,1,6101,2,13,0,0,0,0,0,0,1718,1
0,0,6100,2,30,0,0,10,0,1166,293,4086,0
1,0,257,2,58,0,0,1123,0,100,341,6015,1
1,1,257,2,43,0,0,0,0,0,0,147,1
1,0,257,0,20,0,310,894,295,265,280,883,1
0,0,4380,2,29,0,578,0,1115,571,106,2399,0
0,0,4260,2,15,0,152,1,815,185,33,618,1
0,0,6102,2,30,0,413,0,230,0,79,4107,0
1,0,209,0,33,0,1248,1448,23,1110,271,135,0
1,1,209,2,25,0,0,0,0,0,0,3429,1
1,0,209,2,62,0,0,22,0,1131,22,3511,0
0,1,6104,1,41,0,0,0,0,0,0,7284,1
0,0,4382,2,27,0,6,0,0,630,789,741,0
0,1,6106,2,18,0,0,0,0,0,0,2011,0
0,1,6106,2,27,0,0,0,0,0,0,3828,1
0,0,4382,2,19,0,469,0,0,97,661,1280,1
0,0,6106,2,37,0,0,0,113,549,0,2669,0
0,1,6106,2,24,0,0,0,0,0,0,2947,0
0,0,6106,2,29,0,13,0,551,74,101,2581,0
0,0,4382,0,44,0,0,0,501,0,91,3307,0
0,0,4383,2,19,0,0,244,710,2,264,4238,0
1,0,52,2,39,0,0,245,0,819,191,5651,0
1,2,52,2,63,0,0,399,1,1099,18,813,0
1,0,52,2,39,0,9,887,0,0,143,5489,0
2,1,4262,2,41,0,0,0,0,0,0,6645,1
0,1,6103,2,27,0,0,0,0,0,0,1698,1
2,0,1094,0,56,0,353,401,9,114,33,8056,1
1,1,651,2,22,0,0,0,0,0,0,580,1
1,0,651,0,26,0,1,802,1094,254,1202,8195,0
0,0,4264,2,24,0,0,0,0,0,840,1194,0
0,1,6105,1,18,0,0,0,0,0,0,8027,1
0,1,6110,2,13,0,1273,0,0,0,0,7956,1
0,0,4386,2,32,0,0,0,770,0,0,3379,1
1,0,6560,0,30,0,24,1077,97,0,1210,3269,0
1,1,54,2,25,0,0,0,0,0,0,7430,1
0,0,4267,2,55,0,0,232,1,0,469,2081,1
0,0,4388,1,19,0,0,2,0,547,0,6528,0
0,0,6107,2,24,0,0,549,213,8,1,2957,1
1,0,681,2,32,0,347,1225,5,367,62,876,1
2,0,1652,2,24,0,0,0,0,0,0,4956,0
2,1,4395,2,32,0,0,0,0,0,0,4961,1
0,1,6111,2,36,0,0,0,0,0,0,632,0
1,0,76,0,28,0,0,31,0,828,688,3636,1
0,0,4273,2,52,0,0,439,0,0,0,8312,1
0,0,6112,2,29,0,530,89,13,0,0,3230,1
2,0,1108,0,23,0,49,0,1058,0,0,7406,1
2,1,6560,2,32,0,0,0,0,0,0,6732,1
0,1,6113,2,35,0,0,0,0,0,0,2844,0
1,0,211,0,41,0,14,1387,80,497,1090,781,0
3,1,6114,1,16,0,0,0,0,0,0,3011,1
1,1,1654,0,33,0,0,0,0,0,0,7594,1
0,1,6116,0,6,0,0,0,0,0,0,6978,1
0,0,4274,0,15,0,36,643,0,0,0,56,1
0,0,6115,2,38,0,0,513,83,251,0,8115,0
0,0,4396,2,56,0,0,593,12,3,35,2940,0
0,1,6117,1,4,0,0,0,0,0,0,8112,1
0,1,6117,1,21,0,0,0,0,0,0,5996,1
2,0,4276,0,22,0,928,0,225,0,0,1082,1
0,0,1658,2,37,0,0,0,645,3,0,1915,0
0,0,6120,2,6,0,0,0,0,0,0,1524,1
0,0,4278,2,22,0,465,415,329,0,0,2195,0
1,0,212,2,26,0,0,131,0,0,1256,8211,0
0,0,1660,2,22,0,0,3,415,0,216,1818,1
0,2,6124,2,20,0,0,0,0,0,0,5705,1
0,0,4398,1,80,0,0,22,0,789,0,5289,0
2,0,1095,2,24,0,377,0,1013,0,0,916,1
2,1,4280,2,25,0,0,0,0,0,0,6030,1
0,0,6126,2,48,0,2,0,82,487,220,4708,0
0,0,1661,2,24,0,634,0,0,7,0,608,0
2,0,4283,0,3,0,0,0,0,0,0,3507,1
2,1,4283,2,24,0,0,0,0,0,0,8275,1
2,0,4283,2,25,0,353,0,473,637,0,6032,0
2,1,4283,0,1,0,0,0,0,0,0,7862,1
0,0,4285,2,20,0,0,177,592,0,0,2196,1
0,0,4287,3,22,0,39,0,63,3,545,1889,0
2,0,1098,0,28,0,366,0,624,0,0,332,1
0,1,6118,0,17,0,0,0,0,0,0,7458,1
1,0,216,0,28,0,0,1175,0,1018,27,6780,0
1,1,78,2,47,0,0,0,0,0,0,7017,1
2,1,1672,2,34,0,0,0,0,0,0,6033,0
1,0,682,2,29,1,250,857,240,680,0,8442,1
1,1,682,2,14,0,0,0,0,0,0,7593,1
1,0,6560,2,36,0,0,441,0,832,669,8450,1
1,0,682,0,40,0,1127,0,1096,1119,424,4756,1
2,0,4288,2,49,0,22,0,812,0,77,1258,1
1,0,684,2,51,0,0,0,0,0,0,4926,1
1,0,684,2,41,0,0,430,0,1081,264,3673,1
1,0,684,0,44,0,0,1488,0,22,491,4724,1
2,0,4290,2,47,0,1088,0,94,0,118,6474,0
0,0,4291,2,22,0,0,0,743,0,4,6106,1
0,1,6119,1,13,0,0,0,0,0,0,8473,1
0,0,4292,2,18,0,0,35,548,0,63,6741,1
0,0,6130,2,28,0,0,759,3,467,7,4866,0
0,0,1663,0,22,0,368,2,222,0,59,7973,1
0,0,6132,2,50,0,381,0,359,0,0,7850,0
1,1,217,2,47,1,0,0,0,0,0,4754,1
2,0,1664,2,55,0,645,0,153,4,301,7020,0
0,1,6121,2,21,0,0,0,0,0,0,6570,1
0,0,6121,1,39,0,0,0,1,0,1045,2116,0
0,0,4399,3,21,2,526,0,360,0,0,7719,0
1,0,686,2,37,0,33,1195,17,4,867,146,1
1,0,686,2,31,0,22,1456,2,121,1,697,1
0,0,1666,2,23,0,115,1,0,1327,233,5575,0
1,1,259,0,28,0,0,0,0,0,0,2051,1
2,0,1110,2,23,0,117,0,746,199,1009,3062,0
0,0,4295,1,20,0,0,251,106,1327,218,7784,1
1,0,653,2,28,0,3,1011,0,570,10,8473,0
1,0,653,0,40,0,0,1498,0,370,152,7332,1
1,0,653,0,54,0,0,963,0,0,954,5437,0
2,1,4401,2,18,0,0,0,0,0,0,6343,1
0,0,4297,0,27,0,0,14,0,602,295,1542,1
1,0,260,2,43,0,0,980,0,0,931,447,1
0,1,6135,1,25,0,0,0,0,0,0,2337,1
3,0,4404,2,13,0,457,229,0,4,0,2530,0
0,2,4405,1,15,0,0,0,702,0,5,6249,1
0,1,6125,0,37,0,0,0,0,0,0,6431,1
2,1,4409,0,32,0,0,0,0,0,0,7142,1
0,0,4299,2,19,0,681,0,0,0,0,2851,0
0,0,6560,2,21,0,3,1,0,896,110,2889,0
1,2,688,2,27,0,0,1098,0,0,737,5550,1
1,0,688,0,39,0,106,225,124,7,1195,7522,0
3,1,688,2,22,0,0,0,0,0,0,6492,1
1,0,688,2,25,0,0,1279,1087,662,319,1471,1
1,0,688,0,34,0,1273,1400,0,269,1036,7202,1
2,1,4300,2,54,0,0,1507,0,0,0,3655,1
2,0,1674,2,42,0,743,0,1,0,0,1226,0
0,0,4302,1,36,0,592,0,2,0,0,6750,0
0,0,1675,1,43,0,0,159,3,0,390,4590,1
0,0,4411,1,23,0,65,91,0,0,384,5965,1
1,0,261,2,57,0,0,0,0,0,0,7074,1
1,0,265,2,54,0,0,0,0,0,0,8473,1
1,0,265,2,51,0,0,1493,712,0,322,7632,1
2,0,4412,1,32,0,185,0,383,18,0,675,0
1,0,267,2,33,0,0,0,0,0,0,8473,1
2,1,4413,2,8,0,0,0,0,0,0,4225,1
2,1,4413,2,44,0,0,0,0,0,0,3539,1
2,0,4413,2,27,0,694,0,61,270,0,6502,0
0,0,4415,2,48,0,333,0,0,348,10,3292,1
0,0,6127,0,13,0,38,0,0,601,0,6553,0
0,1,6138,2,5,0,0,0,0,0,0,590,0
0,0,1668,2,18,0,608,0,34,0,0,7649,0
0,0,4417,2,23,0,0,0,198,558,31,2985,0
0,0,6128,2,23,0,0,145,11,530,0,6841,0
0,1,6560,1,35,0,0,0,0,0,0,5473,1
0,0,6140,2,25,0,138,3,530,0,100,312,0
2,0,1676,2,32,0,557,0,502,0,0,3313,0
2,0,4310,0,0,0,0,0,0,0,0,1897,1
2,1,4310,3,5,0,0,0,0,0,0,3073,1
0,2,6129,0,16,0,0,0,0,0,0,7793,1
0,1,6129,1,18,0,0,0,0,0,0,2795,1
0,1,6141,1,29,0,0,0,0,0,0,5119,0
0,0,4311,2,55,0,132,696,0,6,346,5002,0
0,0,6131,3,41,0,7,0,273,107,320,4786,0
0,2,6143,2,38,0,1273,2,357,118,0,5022,0
1,1,690,2,27,0,0,0,0,0,0,8263,1
0,1,6133,2,55,0,0,0,0,0,0,2811,1
2,1,4419,2,75,0,0,0,0,0,0,6270,1
1,0,694,2,50,0,0,626,346,78,570,6386,1
0,0,6136,2,23,0,27,0,32,594,0,2152,0
0,0,6137,1,37,0,578,0,54,0,0,233,1
0,0,6139,2,33,0,0,0,222,0,521,5091,0
2,0,4314,2,45,0,733,256,36,12,39,3135,0
1,1,219,0,47,0,0,0,0,0,0,424,1
1,1,268,2,13,0,0,0,0,0,0,3396,1
1,0,268,2,29,0,0,1378,0,848,89,6472,1
2,0,1679,2,19,0,30,0,42,1146,7,4734,0
2,1,4315,2,30,0,0,0,0,0,0,3901,1
1,0,1100,0,39,0,3,81,0,658,1093,1973,0
1,0,1100,2,31,0,0,46,0,202,1087,1688,0
1,0,695,0,29,0,0,1469,12,650,353,6496,1
2,0,1680,2,16,0,451,88,23,436,0,2473,0
0,0,4317,1,18,0,0,2,905,0,0,4063,1
0,0,6144,0,38,0,8,0,886,10,3,6760,0
0,1,6146,2,50,0,0,0,0,0,0,6662,0
0,1,6148,1,21,0,0,0,0,0,0,2842,0
0,1,6149,1,22,0,0,0,0,0,0,4820,1
0,1,6142,2,20,0,0,0,0,0,0,4008,1
2,0,4424,2,36,0,584,0,404,0,0,6852,0
3,0,4425,2,23,0,1273,257,0,0,71,12,1
1,1,220,0,31,1,0,0,0,0,0,4540,1
1,1,220,2,39,0,0,0,0,0,0,8473,1
1,0,220,0,50,0,0,1297,0,1,248,8189,1
0,0,1686,2,40,0,0,676,0,0,89,4679,0
0,0,4427,2,28,0,8,0,76,465,0,5843,0
1,0,270,2,38,0,2,110,634,1117,386,777,0
1,0,270,2,37,0,0,1212,33,1276,1,3080,0
1,1,270,0,59,0,0,0,0,0,0,8155,1
1,0,270,0,41,0,35,1371,0,174,157,3562,1
1,2,270,2,33,0,0,1249,1115,1327,1032,6217,1
0,1,6560,2,54,0,0,0,0,0,0,5221,1
0,0,4429,2,40,0,0,0,1038,0,0,2721,1
2,0,1102,2,43,0,128,0,699,31,26,7905,1
1,1,656,0,26,0,0,0,0,0,0,8420,1
1,0,656,0,65,0,0,1398,0,6,1306,6493,1
1,1,656,0,22,0,0,0,0,0,0,3266,1
1,0,656,2,28,0,0,1216,0,31,1114,446,0
3,1,4431,2,35,0,0,0,0,0,0,6320,1
0,1,6145,2,30,2,0,0,0,0,0,5026,1
1,0,1111,2,28,0,0,1078,0,131,274,909,0
0,0,4433,2,23,0,0,10,156,1327,123,716,1
0,0,4434,2,24,0,563,0,51,2,4,5587,1
0,1,6153,1,16,0,0,0,0,0,1306,723,1
2,1,4319,2,18,0,0,0,0,0,0,599,1
0,0,4436,2,20,0,345,75,286,0,16,3344,0
1,1,222,3,29,0,0,0,0,0,0,5262,1
1,1,222,2,29,0,0,0,0,0,0,4045,1
0,0,6147,2,21,0,0,0,0,0,0,7049,0
1,1,80,2,2,0,0,0,0,0,0,197,0
1,0,80,2,43,0,31,74,0,844,946,7585,0
1,0,80,2,28,0,0,972,0,1,1184,3245,0
1,0,57,0,31,1,0,1061,0,51,1019,89,0
0,0,4438,2,23,0,36,18,556,0,32,5717,1
1,1,224,2,26,0,0,0,0,0,0,2050,1
1,0,224,0,43,0,0,39,299,1213,85,1971,0
0,0,4321,2,28,0,974,0,5,0,0,2759,0
0,0,6155,1,24,0,0,245,894,59,0,1888,0
0,0,4441,2,27,0,110,0,529,0,0,4686,0
2,0,4325,0,13,0,1118,31,429,0,139,8473,0
2,0,1687,2,27,0,762,0,26,1,0,7560,0
0,1,6150,2,2,0,1273,0,0,0,0,3808,1
0,1,6150,2,24,0,0,0,0,0,0,7239,1
0,1,6150,2,2,0,0,0,1115,0,1306,1505,1
1,0,82,2,50,1,13,221,0,157,1048,8156,0
1,1,82,0,27,0,0,0,0,0,0,5933,1
0,0,4443,2,26,0,839,0,0,180,100,1313,0
0,0,6151,0,31,0,23,0,0,1327,17,7640,0
2,0,1115,2,28,0,1213,0,1115,13,2,8444,0
0,0,6152,0,4,0,0,0,0,0,0,2569,0
0,0,6152,2,9,0,0,0,0,0,0,4018,1
0,0,6152,2,0,0,0,0,0,0,0,348,1
0,1,6152,2,35,0,0,0,0,0,0,2920,0
0,1,6152,2,3,0,0,0,0,0,0,337,1
2,0,1117,2,25,0,1066,0,158,227,28,6362,0
2,0,1117,2,63,0,1186,0,60,2,0,3087,0
2,1,4444,2,34,0,0,0,0,0,0,6701,1
2,0,4444,2,35,0,867,0,949,607,0,5735,0
0,1,6154,2,26,0,0,0,0,0,0,4195,1
0,0,6157,2,39,0,0,3,0,655,49,7737,0
1,0,1104,0,34,0,0,298,865,92,246,6798,0
1,0,227,2,36,0,0,726,1,16,1084,7150,0
0,1,6159,2,46,0,0,0,0,0,0,6625,1
0,0,4328,2,26,0,42,65,719,355,0,7392,1
2,1,4330,2,28,0,0,0,0,0,0,4796,1
0,0,4446,0,20,0,0,1140,7,0,67,3126,1
0,1,6161,2,35,0,0,0,0,0,0,6616,0
0,0,6156,0,11,0,0,0,0,0,0,7944,0
0,1,6156,1,14,0,0,0,0,0,0,5043,0
0,1,6156,1,4,0,0,0,0,0,0,5105,1
0,0,6156,2,11,0,0,0,0,0,1306,2089,0
0,1,6156,2,31,0,0,0,0,0,0,4563,1
0,0,6156,2,15,0,0,673,0,0,0,5010,1
0,0,6156,2,39,0,0,2,0,69,673,2122,0
0,0,6156,2,7,0,0,0,0,0,0,4671,0
0,0,4332,2,24,0,83,0,127,428,0,3236,0
3,1,6158,2,22,0,0,0,0,0,0,2559,1
2,1,1671,2,26,0,0,0,0,0,0,7864,0
1,0,697,0,53,0,0,653,49,39,1052,2865,1
1,0,697,2,40,0,2,74,0,194,1306,2056,0
2,0,1690,2,19,0,156,0,715,0,0,1009,0
2,0,4448,0,54,0,372,0,696,19,1,931,0
2,0,1673,2,21,0,470,455,126,14,0,2549,0
2,0,4448,2,25,0,919,0,8,0,0,1938,0
2,0,1691,2,48,0,134,0,706,0,0,1588,1
2,0,1106,1,41,0,1273,0,810,8,0,7385,1
2,0,1106,2,13,0,27,0,1072,0,0,2514,1
1,0,273,2,57,0,0,0,0,0,0,3402,1
1,1,275,2,25,0,0,0,0,0,0,3244,1
1,1,275,0,48,0,0,0,0,0,0,853,1
2,0,1692,2,34,0,675,51,335,0,24,8401,0
0,1,6160,2,16,0,0,0,0,0,0,4165,1
0,0,6163,2,0,0,0,0,0,0,0,5207,0
0,0,6163,0,15,0,6,940,1017,0,0,6863,1
0,0,4333,0,37,0,365,0,2,187,275,5363,0
0,0,4334,2,37,0,385,0,224,19,836,938,0
0,0,6167,2,49,0,661,1,572,273,13,2223,0
0,0,4451,2,18,0,1,1,0,0,610,4305,0
0,0,4337,2,25,0,101,32,0,134,530,1023,1
0,0,4454,1,80,2,0,112,1000,2,0,1361,1
0,0,6162,0,43,0,26,127,3,114,471,7555,0
0,0,4458,2,20,0,9,0,154,444,0,2970,0
1,1,659,2,54,0,0,0,0,0,0,7629,1
0,1,6164,2,30,0,0,0,0,0,0,5196,1
1,1,229,2,37,0,0,0,0,0,0,7097,1
0,0,4339,0,30,0,60,41,463,1,0,1547,1
0,0,4460,2,20,0,517,90,0,0,0,6479,0
0,0,6169,2,20,0,25,0,655,44,44,4294,0
0,0,4341,2,24,0,0,461,0,0,911,4468,0
0,0,4461,2,44,0,0,116,0,613,0,4578,0
0,0,6168,0,0,0,0,0,0,0,0,6870,1
0,1,6168,2,15,0,0,0,0,0,0,717,1
1,1,233,2,19,0,0,0,0,0,0,1969,1
1,1,233,0,20,0,0,0,0,0,0,748,1
2,0,4463,1,20,1,14,0,59,958,0,6399,0
0,1,6170,2,34,0,0,0,0,0,0,6552,1
0,2,6172,1,17,0,0,0,0,0,0,4661,1
0,0,1693,2,20,0,0,25,0,0,652,8138,1
0,0,1694,2,42,0,0,1,0,17,922,4905,0
0,0,4343,2,28,0,0,171,435,1327,1306,2510,1
2,0,4465,2,43,0,326,100,991,36,0,1792,1
1,0,661,1,55,1,0,99,0,260,1209,870,0
0,0,6171,2,21,0,29,27,47,569,11,1810,0
0,0,1677,2,17,0,0,506,271,0,35,2470,0
1,0,698,0,54,0,0,439,0,1320,1083,8259,0
0,0,4344,2,25,0,1273,193,1115,0,466,2634,1
0,0,6173,2,80,0,0,57,687,0,0,2126,1
1,0,700,0,45,0,0,405,0,992,1171,405,0
1,1,279,2,31,0,0,0,0,0,0,7052,1
1,1,702,0,19,0,0,0,0,0,0,445,1
0,0,6174,2,30,0,1273,43,0,0,6,7550,0
0,0,6176,2,24,0,184,406,0,0,16,6172,0
0,0,4468,2,80,0,0,20,38,325,439,5339,0
2,0,4470,2,42,0,1233,0,36,0,967,6299,0
1,1,235,0,29,0,0,0,0,0,0,8152,1
1,2,235,0,37,0,0,1031,7,1181,89,183,0
1,1,705,2,64,0,0,0,1115,0,0,8473,1
0,1,6175,2,24,0,0,0,0,0,0,6612,1
0,0,6177,0,23,0,42,0,0,629,2,3032,0
0,0,4347,2,22,0,555,45,16,7,4,8396,1
2,0,4349,2,23,0,171,402,165,0,750,1461,0
0,2,4471,2,21,0,3,65,236,407,0,4762,0
0,0,4472,2,37,0,540,662,0,3,13,2995,0
2,2,4351,2,17,0,237,0,1016,0,0,6092,1
2,1,4355,2,35,0,0,0,0,0,0,5669,1
1,0,281,2,33,0,0,1301,0,202,724,7114,1
1,0,281,0,37,0,0,1041,0,197,76,5948,1
1,0,283,0,32,0,0,146,0,1250,980,7113,0
2,0,4474,0,31,0,22,0,1115,1,446,3404,0
1,0,59,2,80,0,0,1251,0,930,1192,787,0
1,1,1678,0,34,0,0,0,0,0,0,3646,1
2,0,4358,2,9,0,0,0,0,0,0,2026,1
2,1,4358,2,25,0,0,0,0,0,0,2492,1
2,1,4358,3,29,0,0,0,0,0,0,6258,1
2,1,4358,2,1,0,0,0,0,0,0,6282,1
0,0,6180,2,30,0,1,610,0,10,0,7761,1
1,0,663,2,64,0,77,1056,0,1108,125,7438,0
1,0,663,2,31,0,0,1385,209,514,1304,7435,0
1,0,663,2,27,0,250,1104,0,54,77,5621,1
1,0,663,2,80,0,0,1293,0,1260,1207,3163,0
1,1,665,2,25,0,0,0,0,0,0,120,1
3,1,6182,2,28,0,0,0,0,0,0,216,1
0,1,6178,2,32,0,0,0,0,0,0,4617,1
0,0,4476,0,36,0,0,0,0,594,2,4272,0
1,2,706,0,26,0,0,1211,47,19,217,3680,1
1,0,706,2,36,0,1,1341,312,259,1297,4539,0
0,0,6185,2,37,0,325,826,10,81,0,7468,0
0,0,6179,2,45,0,0,0,0,636,0,85,0
1,0,707,2,22,0,161,36,0,1115,472,6378,0
1,2,707,0,24,0,25,1165,0,1259,173,3227,0
0,0,6181,1,23,0,0,132,4,359,210,6684,0
0,0,4359,0,31,0,2,20,1,757,2,1885,1
1,0,709,2,37,0,1,389,0,0,1246,263,0
0,0,6183,2,28,0,5,0,0,753,0,2788,0
0,1,6187,2,23,0,0,0,0,0,0,6683,1
0,0,6189,0,14,0,0,157,497,1,0,2884,1
1,1,236,2,40,0,0,0,0,0,0,7423,1
2,0,4361,2,42,0,36,0,1045,0,9,1737,1
0,0,4362,2,53,0,19,79,84,630,420,4481,0
0,1,6192,2,46,0,0,0,0,0,0,2955,0
